Statement,,,,Result
“Detroit spent $294 million on police last year^ and $9 million on health.”,,,,mostly-true
“The owner of Taco Bell said them animals need to be shot (black ppl)!”,,,,FALSE
“United States Navy Seal Team ... helicopter was shot down yesterday in Afghanistan and they lost 30 members of the team.”,,,,barely-true
Donald Trump is recruiting “excited and enthusiastic MINORITY actors and actresses” to appear at his campaign rally in Tulsa^ Okla.,,,,FALSE
“Corona Virus claims a black belt. Chuck Norris^ Dead at 80.”,,,,FALSE
“N95 masks block few^ if any” COVID-19 particles due to their size.,,,,pants-fire
“Why did the state do that with COVID patients in nursing homes? It’s because the state followed President Trump’s CDC guidance.”,,,,barely-true
Says Robert E. Lee opposed slavery and secession and has come to symbolize both slavery and secession.,,,,barely-true
“All money donated to Black Lives Matter goes directly to Act Blue^ a Democrat Super PAC that then feeds the money to Democrat candidates.”,,,,FALSE
Wearing masks for the coronavirus “decreases oxygen intake^ increases toxin inhalation^ shuts down immune system^ increases virus risk^ scientifically inaccurate^ effectiveness not studied.”,,,,FALSE
The Buffalo protester pushed to the ground “had been previously arrested 300 times. 82 times for incitement. Riots is what he does for a living.”,,,,FALSE
Says Donald Trump has opposed plans to clean up “Toxic chemicals that cause cancer (that) are in the water …. (and) put Wisconsin at risk.”,,,,half-true
“Infection rates in Allegany^ Cattaraugus and Chautauqua counties have consistently been among the lowest in the state.”,,,,TRUE
Nancy Pelosi ordered a 220-seat Boeing 757 to fly to her home state^ costing taxpayers nearly $5.8 million annually.,,,,FALSE
NFL will fly a “‘Black Lives Matter’ flag under the American flag at games.”,,,,FALSE
Said New York Gov. Andrew Cuomo said that “with all the technology we have^ we don't need actual classrooms.”,,,,mostly-true
A photo shows a large crowd in Berlin protesting the “covid hoax.”,,,,FALSE
“You know what’s in this bill? No medical malpractice suits until 2024^ even if they’re not COVID related.”,,,,barely-true
Says Haley Stevens’ plan for “socialized medicine” would “eliminate 100^000 doctors and nurses.”,,,,barely-true
“$258^000/month: Amount Blake Griffin will pay in child support to ex Brynn Cameron.”,,,,FALSE
The White House doctored a photo of a Donald Trump event “to make the crowd look bigger.”,,,,FALSE
Under an executive order^ “expensive insulin went from big dollars to virtual pennies … especially (for) our seniors.”,,,,barely-true
“CNN is at it again. Putting a black guy’s head on a lily white dude to push an agenda.”,,,,FALSE
Says Target ended its “Heroes & Helpers” program that pairs children with police officers for holiday shopping trips.,,,,FALSE
Says Milwaukee police were protecting a sex offender's house and snuck children out of it after a mother tracked her missing daughter to that address.,,,,FALSE
A study from the CDC and the WHO “proves face masks do not prevent the spread of a virus.”,,,,FALSE
Absentee voting is different from mail-in voting and has more protections against fraud.,,,,FALSE
Says Herman Cain died of cancer^ not COVID-19.,,,,FALSE
Says George Floyd appeared on Judge Judy.,,,,FALSE
“The first Statue of Liberty given to the U.S. by France was a Black woman which the U.S. rejected.”,,,,FALSE
“Mississippi got 10^145 warrants for unemployment fraud!!”,,,,barely-true
“Florida is doing over five times better” than New Jersey and New York in COVID-19 deaths per million people.,,,,barely-true
“Right now^ we are about 4% behind the (census) response rate where we were in 2010. But for Black and Latino and Native American communities^ they’re behind by 10%.”,,,,half-true
Says Donald Trump was caught on a hot mic insulting his supporters.,,,,pants-fire
Says actor Kurt Russell said this about the police.,,,,FALSE
A common cold can cause a positive COVID-19 test.,,,,FALSE
Says Tom Hanks’ name is on Jeffrey Epstein’s flight logs.,,,,pants-fire
“America was the ONLY country that ended” slavery,,,,FALSE
"Say Wisconsin Republican lawmakers have done nothing ""while neighboring states like Minnesota^ Illinois and Michigan have already implemented safety precautions like requiring individuals to wear masks.""",,,,mostly-true
Says he opposes statewide mask order because it would require him to “wear a mask in my house^ or walking my dog.”,,,,FALSE
A patch on law enforcement officers in Portland is for “ZTI solutions^ a PRIVATE contractor.”,,,,FALSE
Photos show Portland^ Ore.^ after protests.,,,,pants-fire
“The NFL agreed to give the domestic terror group^ BLM^ 250 million dollars.”,,,,FALSE
Black Lives Matter is a terrorist organization.,,,,FALSE
The longest filibuster in U.S. history was 75 days and “took place in 1964^ when Democrats tried to block the Civil Rights Act.”,,,,barely-true
A photo shows Portland protesters pointing lasers at federal officers.,,,,FALSE
Says wearing masks has been “proven ineffective.”,,,,FALSE
“If you have worked during the COVID-19 pandemic^ the Department of Labor has finally authorized up to $4^800 in hazard pay for qualified essential workers.”,,,,pants-fire
“SpongeBob’s license address is Jeffrey Epstein’s private island!”,,,,FALSE
“Joe Biden takes a knee after spotting an American flag near his childhood home in Pennsylvania.”,,,,FALSE
“American coronavirus vaccine killed five Ukrainians.”,,,,FALSE
Says 1 in 5 Texans did not have health insurance coverage before the pandemic^ and now “nearly 1 in 3 Texans under the age of 65 don’t have access to health care insurance.”,,,,TRUE
“Hurricane ‘Hanna’ hitting Texas has blown over part of a border wall.”,,,,FALSE
“Local governments are making these (COVID-19) decisions on inaccurate data because the negatives are not being entered … across the state of Wisconsin.”,,,,half-true
Florida state Senate candidate Ray Rodrigues “is promoting illegal immigration.”,,,,FALSE
“Portland goon squads were Blackwater contractors not federal officers.”,,,,FALSE
West Virginia is the state with the oldest population.,,,,half-true
Say that according to the Los Angeles Times^ “95% of warrants for murder in Los Angeles are for illegal aliens^” more than two-thirds of all births in Los Angeles County “are to illegal alien Mexicans” on Medicaid^ “nearly 60% of all occupants of HUD properties are illegal^” and Nancy Pelosi “wants to put a windfall tax” on retirement fund profits.,,,,pants-fire
Says the NIH “15 years ago published a study on chloroquine. It is effective against COVID-(1).”,,,,FALSE
“@Mark Warner and his party bosses are calling to defund the police...”,,,,FALSE
Photo shows “huge charter busses” Black Lives Matter bought “to transport members to riots.”,,,,pants-fire
“Walmart has just pledged $100 million to Black Lives Matter.”,,,,FALSE
Social media posts claim the U.S. Postal Service “says you should give mail in ballots at least 14 days roundtrip. So^ if you plan to vote by mail^ election day isn’t November 3. It’s October 20th.”,,,,half-true
Says Joe Biden is formally listed as criminal suspect in Ukraine case involving his son.,,,,FALSE
“This virus has a cure. It is called hydroxychloroquine^ zinc^ and Zithromax. I know you people want to talk about a mask. Hello? You don’t need (a) mask. There is a cure.”,,,,FALSE
“McDonald’s (makes) you all sign noncompete contracts that you cannot go across town to try to get a job at Burger King.”,,,,FALSE
Says Mark Zuckerberg's real name is Jacob Greenberg and he’s the grandson of billionaire David Rockefeller.,,,,pants-fire
On home health workers’ low pay and limited benefits^ “40% are still on SNAP or Medicaid.”,,,,TRUE
No U.S. presidents elected before Donald Trump were racist.,,,,FALSE
The CDC said it “made a mistake” and reduced its count of Florida COVID-19 cases from 90^000 to 11^000.,,,,FALSE
“Under the leadership of @WVGovernor Justice^ West Virginia now has the highest rate of COVID-19 spread from person to person than any other state.”,,,,half-true
The Trump administration has had “zero unfulfilled equipment and supply requests from state governors.”,,,,FALSE
Quotes Tom Brady as saying^ “If anyone on my team kneels^ I quit.”,,,,pants-fire
Michigan House “passes bill to ‘voluntarily’ begin placing human implantable microchips into the bodies of all state government employees”,,,,barely-true
Says Sen. Thom Tillis “doesn’t think restaurant workers should have to wash their hands.”,,,,FALSE
Says Gov. Gretchen Whitmer “defunded the Michigan State Police and the prisons.”,,,,FALSE
There’s already 10^000 businesses that are not likely to open again^ and a significant number of small businesses and minority businesses.”,,,,mostly-true
“We're setting record job numbers.”,,,,barely-true
"“PPP on average probably provided a grant of around $11^000 per employee.""",,,,mostly-true
Kroger stores are charging a “BLM charge.”,,,,pants-fire
Quotes Anthony Fauci as writing^ “I reject the notion that it’s ‘just a virus’ and we’ll all get it eventually. What a careless^ lazy^ heartless stance.”,,,,FALSE
